chr	start	end	CpG	WJ1-N	WJ1-X	WJ2-N	WJ2-X	WJ3-N	WJ3-X	WJ5-N	WJ5-X	WJ7-N	WJ7-X
chr5	125538191	125538288	6	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr5	125653864	125653948	5	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr5	125870100	125870198	12	NA	NA	20	2	NA	NA	NA	NA	33	13
chr5	125955884	125956183	18	28	11	21	3	33	6	36	5	46	4
chr5	127722562	127722606	4	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr5	129043437	129043447	6	NA	NA	NA	NA	NA	NA	NA	NA	24	22
chr5	129287622	129287688	7	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr5	130008495	130008598	5	NA	NA	NA	NA	NA	NA	NA	NA	22	22
chr5	130091047	130091141	12	27	24	NA	NA	27	21	NA	NA	NA	NA
chr5	130175849	130175883	7	NA	NA	NA	NA	NA	NA	NA	NA	21	13
chr5	130292946	130293089	15	27	11	22	6	NA	NA	32	17	NA	NA
chr5	130417399	130417687	13	23	4	NA	NA	29	5	NA	NA	32	6
chr5	130620081	130620133	9	NA	NA	NA	NA	35	12	NA	NA	NA	NA
chr5	130620494	130620604	11	NA	NA	36	8	NA	NA	NA	NA	NA	NA
chr5	132013071	132013201	12	NA	NA	NA	NA	NA	NA	39	31	NA	NA
chr5	132014398	132014426	6	NA	NA	NA	NA	30	15	NA	NA	NA	NA
chr5	133017807	133017860	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr5	134660321	134660379	9	NA	NA	32	12	NA	NA	NA	NA	NA	NA
chr5	134789796	134789882	9	NA	NA	NA	NA	22	11	NA	NA	NA	NA
chr5	135027790	135027909	10	NA	NA	NA	NA	NA	NA	26	0	NA	NA
chr5	135114400	135114493	6	NA	NA	NA	NA	NA	NA	NA	NA	21	8
chr5	135539948	135540009	10	NA	NA	NA	NA	42	0	NA	NA	NA	NA
chr5	135540332	135540384	9	NA	NA	32	11	NA	NA	NA	NA	NA	NA
chr5	135540738	135540782	4	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr5	135625066	135625283	12	NA	NA	28	4	NA	NA	24	3	NA	NA
chr5	135662730	135662786	8	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr5	135726218	135726271	11	NA	NA	NA	NA	NA	NA	NA	NA	36	26
chr5	136158953	136159005	7	NA	NA	NA	NA	NA	NA	25	24	NA	NA
chr5	136209453	136209504	6	NA	NA	NA	NA	28	28	NA	NA	NA	NA
chr5	136386109	136386257	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr5	136441663	136441729	7	NA	NA	27	21	NA	NA	NA	NA	NA	NA
chr5	136611580	136611631	7	NA	NA	NA	NA	28	1	NA	NA	NA	NA
chr5	136707783	136707891	13	23	21	54	52	23	23	NA	NA	NA	NA
chr5	136720318	136720355	9	NA	NA	NA	NA	31	26	NA	NA	49	5
chr5	136720801	136720853	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr5	137334833	137334912	5	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr5	137358350	137358545	15	33	28	23	15	NA	NA	NA	NA	NA	NA
chr5	137429343	137429472	7	NA	NA	24	10	NA	NA	NA	NA	NA	NA
chr5	137508057	137508119	9	NA	NA	NA	NA	NA	NA	NA	NA	34	0
chr5	137779709	137779754	4	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr5	137791794	137791861	7	NA	NA	NA	NA	NA	NA	NA	NA	21	12
chr5	137874276	137874442	11	25	21	NA	NA	23	20	NA	NA	38	36
chr5	137943474	137943677	17	NA	NA	NA	NA	NA	NA	NA	NA	42	1
chr5	138069744	138070008	11	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr5	138227402	138227620	26	33	0	21	3	NA	NA	23	9	46	12
chr5	138526797	138526908	9	NA	NA	31	0	NA	NA	NA	NA	NA	NA
chr5	138721551	138721689	16	22	15	57	31	NA	NA	NA	NA	20	4
chr5	138883182	138883358	9	NA	NA	NA	NA	NA	NA	25	0	NA	NA
chr5	139231921	139231995	11	NA	NA	NA	NA	NA	NA	23	10	28	8
chr5	139821013	139821200	22	39	16	26	14	29	16	NA	NA	NA	NA
chr5	140412555	140412664	6	NA	NA	NA	NA	NA	NA	NA	NA	21	9
chr5	140864927	140865118	12	33	9	NA	NA	NA	NA	NA	NA	NA	NA
chr5	140895448	140895508	10	NA	NA	NA	NA	31	17	NA	NA	NA	NA
chr5	141000044	141000162	10	NA	NA	NA	NA	NA	NA	NA	NA	40	40
chr5	141022290	141022781	22	45	42	67	66	72	70	51	49	84	83
chr5	141083571	141083619	7	NA	NA	NA	NA	21	10	NA	NA	NA	NA
chr5	141178174	141178216	7	21	9	NA	NA	NA	NA	NA	NA	NA	NA
chr5	142688021	142688108	7	NA	NA	21	20	NA	NA	NA	NA	NA	NA
chr5	142917934	142917989	6	NA	NA	NA	NA	21	18	NA	NA	NA	NA
chr5	143576321	143576371	5	NA	NA	NA	NA	NA	NA	NA	NA	20	1
chr5	143577865	143577898	5	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr5	143580436	143580476	6	NA	NA	NA	NA	NA	NA	NA	NA	29	0
chr5	143667405	143667466	8	NA	NA	23	9	NA	NA	NA	NA	NA	NA
chr5	143722643	143722756	14	NA	NA	33	1	NA	NA	NA	NA	27	4
chr5	143918825	143919114	19	42	32	21	18	47	32	43	34	32	22
chr5	144031384	144031497	12	NA	NA	NA	NA	27	4	NA	NA	NA	NA
chr5	144148932	144148992	6	NA	NA	28	4	NA	NA	NA	NA	NA	NA
chr5	144287710	144287862	10	NA	NA	NA	NA	24	2	NA	NA	41	1
chr5	144578503	144578560	7	NA	NA	NA	NA	27	14	NA	NA	36	11
chr5	145016533	145016602	7	NA	NA	24	20	NA	NA	NA	NA	NA	NA
chr5	145024616	145024640	7	NA	NA	NA	NA	NA	NA	NA	NA	28	28
chr5	145119193	145119229	5	NA	NA	NA	NA	22	0	NA	NA	NA	NA
chr5	145307588	145307632	7	NA	NA	NA	NA	NA	NA	21	18	NA	NA
chr5	145522404	145522461	6	NA	NA	NA	NA	NA	NA	NA	NA	22	9
chr5	145726405	145726443	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr5	145901653	145901697	6	NA	NA	24	8	NA	NA	NA	NA	NA	NA
chr5	145927990	145928118	9	NA	NA	NA	NA	NA	NA	NA	NA	36	2
chr5	145951989	145952035	4	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr5	145981156	145981268	5	NA	NA	NA	NA	20	15	NA	NA	NA	NA
chr5	146974343	146974368	3	NA	NA	NA	NA	23	9	NA	NA	NA	NA
chr5	147042656	147042713	7	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr5	147072588	147072915	32	64	48	85	75	45	36	148	106	38	34
chr5	147188566	147188659	8	NA	NA	NA	NA	38	33	NA	NA	NA	NA
chr5	147396264	147396328	7	NA	NA	26	24	NA	NA	NA	NA	NA	NA
chr5	147924808	147924973	9	22	19	44	39	30	23	20	18	37	33
chr5	147997722	147997850	9	NA	NA	NA	NA	NA	NA	NA	NA	21	17
chr5	148220538	148220585	7	NA	NA	NA	NA	NA	NA	21	18	NA	NA
chr5	148537120	148537175	8	NA	NA	NA	NA	26	4	NA	NA	NA	NA
chr5	148672210	148672319	14	NA	NA	NA	NA	20	1	NA	NA	38	10
chr5	149363223	149363244	3	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr5	149606452	149606515	5	NA	NA	NA	NA	NA	NA	23	23	NA	NA
chr5	149777201	149777237	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr5	150480755	150480820	14	NA	NA	NA	NA	56	0	NA	NA	NA	NA
chr5	150872712	150872897	8	NA	NA	21	11	NA	NA	NA	NA	NA	NA
chr5	151006900	151006920	9	NA	NA	NA	NA	NA	NA	NA	NA	36	28
chr5	151249547	151249611	7	NA	NA	NA	NA	25	24	NA	NA	NA	NA
chr5	151498380	151498420	8	NA	NA	24	24	NA	NA	NA	NA	NA	NA
chr5	151755739	151755808	9	22	22	NA	NA	NA	NA	NA	NA	24	19
chr6	3132655	3132751	9	NA	NA	42	29	NA	NA	NA	NA	NA	NA
chr6	3132870	3133151	15	23	17	55	39	43	31	30	24	21	16
chr6	3151442	3151554	11	51	37	59	49	51	47	63	46	59	47
chr6	6163420	6163465	3	NA	NA	22	19	NA	NA	NA	NA	NA	NA
chr6	6809797	6809833	6	NA	NA	NA	NA	NA	NA	29	16	NA	NA
chr6	15477288	15477645	18	37	37	31	28	36	32	23	20	NA	NA
chr6	22305734	22305809	8	NA	NA	NA	NA	NA	NA	NA	NA	24	4
chr6	24476956	24477112	10	NA	NA	NA	NA	NA	NA	26	4	NA	NA
chr6	24614891	24614949	9	NA	NA	NA	NA	30	1	NA	NA	NA	NA
chr6	25759185	25759305	15	NA	NA	38	17	NA	NA	NA	NA	23	1
chr6	28371286	28371342	5	NA	NA	NA	NA	NA	NA	NA	NA	25	4
chr6	28429782	28429846	6	NA	NA	NA	NA	NA	NA	23	4	NA	NA
chr6	28783195	28783244	11	NA	NA	NA	NA	36	32	NA	NA	NA	NA
chr6	29128956	29129041	10	NA	NA	20	1	NA	NA	NA	NA	NA	NA
chr6	29559258	29559455	9	NA	NA	NA	NA	NA	NA	21	1	NA	NA
chr6	29718832	29718896	14	NA	NA	NA	NA	NA	NA	47	13	NA	NA
chr6	29867131	29867182	8	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr6	30123550	30123739	12	NA	NA	24	1	23	20	NA	NA	NA	NA
chr6	30124717	30124751	6	NA	NA	34	1	NA	NA	NA	NA	NA	NA
chr6	30459736	30459813	10	NA	NA	NA	NA	NA	NA	27	21	31	9
chr6	30908131	30908177	7	NA	NA	NA	NA	NA	NA	21	14	NA	NA
chr6	34871698	34871837	8	NA	NA	NA	NA	NA	NA	NA	NA	43	39
chr6	35083250	35083308	6	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr6	35202119	35202172	5	NA	NA	NA	NA	NA	NA	NA	NA	37	37
chr6	38108267	38108496	11	43	41	31	31	34	33	28	27	27	25
chr6	38234645	38234703	5	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr6	38384007	38384046	8	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr6	40275404	40275456	9	NA	NA	NA	NA	43	0	NA	NA	NA	NA
chr6	42643018	42643065	6	NA	NA	NA	NA	36	31	NA	NA	NA	NA
chr6	47600236	47600310	4	NA	NA	NA	NA	NA	NA	27	27	34	34
chr6	47600950	47601027	7	NA	NA	30	8	34	10	NA	NA	NA	NA
chr6	47601143	47601623	42	161	55	153	59	136	49	137	45	173	85
chr6	47618458	47618489	7	33	3	35	4	28	9	27	8	21	2
chr6	47622919	47623042	10	30	23	25	18	35	27	24	14	40	24
chr6	47690253	47690500	25	30	13	63	30	87	33	96	32	68	32
chr6	47694028	47694127	5	NA	NA	NA	NA	20	13	NA	NA	NA	NA
chr6	47704431	47704506	5	24	22	NA	NA	NA	NA	NA	NA	NA	NA
chr6	47708073	47708133	9	NA	NA	NA	NA	27	15	NA	NA	NA	NA
chr6	47712641	47712778	7	95	83	60	53	98	82	77	64	90	77
chr6	47721470	47721523	3	NA	NA	NA	NA	27	15	NA	NA	21	7
chr6	47727628	47727709	5	NA	NA	34	25	49	34	46	30	37	19
chr6	47927763	47927808	7	28	28	NA	NA	NA	NA	NA	NA	NA	NA
chr6	49023872	49023902	7	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr6	49167774	49167825	6	28	0	NA	NA	NA	NA	NA	NA	NA	NA
chr6	49186520	49186571	5	NA	NA	NA	NA	NA	NA	23	20	22	22
chr6	51419303	51419371	10	NA	NA	NA	NA	NA	NA	NA	NA	39	21
chr6	51420637	51420693	9	NA	NA	36	0	NA	NA	NA	NA	NA	NA
chr6	52122742	52122795	8	NA	NA	NA	NA	NA	NA	NA	NA	29	9
chr6	52162771	52162819	5	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr6	52167529	52167603	10	NA	NA	37	3	NA	NA	NA	NA	NA	NA
chr6	52203097	52203139	7	NA	NA	NA	NA	22	21	NA	NA	NA	NA
chr6	52204030	52204088	6	NA	NA	NA	NA	NA	NA	22	19	NA	NA
chr6	53237743	53237784	8	NA	NA	21	9	NA	NA	NA	NA	NA	NA
chr6	53770747	53770808	10	NA	NA	30	18	NA	NA	NA	NA	NA	NA
chr6	55629320	55629342	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr6	58546546	58546610	7	23	5	NA	NA	NA	NA	NA	NA	NA	NA
chr6	60778957	60779013	4	24	24	NA	NA	NA	NA	NA	NA	NA	NA
chr6	66825694	66825748	9	NA	NA	28	24	NA	NA	NA	NA	NA	NA
chr6	71858990	71859077	8	NA	NA	26	5	22	7	NA	NA	NA	NA
chr6	72185547	72185592	9	NA	NA	42	4	NA	NA	NA	NA	NA	NA
chr6	72738168	72738234	9	NA	NA	32	13	NA	NA	NA	NA	NA	NA
chr6	83106251	83106484	14	NA	NA	NA	NA	22	6	NA	NA	27	11
chr6	83115646	83115673	6	24	12	NA	NA	NA	NA	NA	NA	NA	NA
chr6	83652240	83652291	7	NA	NA	NA	NA	NA	NA	28	24	NA	NA
chr6	84055702	84055746	6	NA	NA	NA	NA	NA	NA	NA	NA	20	19
chr6	84127949	84127961	7	NA	NA	21	20	NA	NA	NA	NA	NA	NA
chr6	84539004	84539066	10	NA	NA	NA	NA	29	17	23	11	NA	NA
chr6	85324078	85324126	7	NA	NA	NA	NA	NA	NA	NA	NA	21	6
chr6	85382197	85382244	8	NA	NA	24	15	NA	NA	NA	NA	NA	NA
chr6	86315821	86315968	17	NA	NA	NA	NA	NA	NA	NA	NA	39	32
chr6	86422114	86422235	10	NA	NA	NA	NA	23	3	NA	NA	NA	NA
chr6	87621655	87621941	14	20	1	36	2	NA	NA	25	4	NA	NA
chr6	87788752	87788862	7	NA	NA	NA	NA	NA	NA	NA	NA	20	2
chr6	87800398	87800460	8	NA	NA	NA	NA	NA	NA	24	17	NA	NA
chr6	88034734	88034794	6	NA	NA	24	8	NA	NA	NA	NA	NA	NA
chr6	88056329	88056421	7	NA	NA	24	23	28	26	NA	NA	NA	NA
chr6	88674792	88674852	8	NA	NA	NA	NA	24	9	NA	NA	NA	NA
chr6	89594071	89594140	8	NA	NA	28	2	NA	NA	NA	NA	NA	NA
chr6	90413149	90413216	8	NA	NA	NA	NA	NA	NA	NA	NA	24	12
chr6	91066932	91066995	9	NA	NA	NA	NA	NA	NA	NA	NA	27	7
chr6	91235577	91235628	9	NA	NA	NA	NA	33	12	NA	NA	NA	NA
chr6	91391438	91391536	8	NA	NA	29	1	NA	NA	NA	NA	NA	NA
chr6	91633885	91633984	15	NA	NA	53	6	24	18	NA	NA	NA	NA
chr6	97155813	97155852	5	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr6	107527548	107527560	7	NA	NA	28	27	NA	NA	NA	NA	NA	NA
chr6	108090343	108090500	14	NA	NA	29	27	40	36	NA	NA	NA	NA
chr6	108610598	108610656	8	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr6	108831996	108832184	9	NA	NA	37	35	NA	NA	NA	NA	NA	NA
chr6	112439170	112439242	8	24	14	NA	NA	NA	NA	NA	NA	NA	NA
chr6	112646617	112646682	7	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr6	113276869	113276912	5	NA	NA	23	10	NA	NA	NA	NA	NA	NA
chr6	113432829	113432938	10	NA	NA	NA	NA	NA	NA	27	12	NA	NA
chr6	113554889	113554947	7	31	0	NA	NA	NA	NA	NA	NA	NA	NA
chr6	113646902	113647015	9	21	15	NA	NA	NA	NA	NA	NA	NA	NA
chr6	114440586	114440715	4	NA	NA	NA	NA	23	15	NA	NA	NA	NA
chr6	114442550	114442692	7	36	31	53	46	55	46	45	35	39	34
chr6	114442805	114442815	3	NA	NA	NA	NA	NA	NA	20	15	NA	NA
chr6	114442948	114443058	5	NA	NA	NA	NA	21	18	NA	NA	NA	NA
chr6	114444914	114445019	8	22	21	NA	NA	38	37	NA	NA	49	44
chr6	114445164	114445178	3	27	15	NA	NA	42	26	NA	NA	21	7
chr6	114445315	114445413	5	NA	NA	20	16	NA	NA	NA	NA	NA	NA
chr6	114450128	114450198	4	NA	NA	NA	NA	24	16	NA	NA	NA	NA
chr6	114454468	114454582	11	179	151	199	165	249	207	182	141	243	201
chr6	114459168	114459313	11	67	49	40	30	100	74	81	57	95	70
chr6	114464068	114464383	14	60	38	64	40	102	63	23	10	50	29
chr6	114471337	114471396	6	37	16	46	18	63	39	25	12	53	23
chr6	114473935	114473953	4	NA	NA	NA	NA	23	7	NA	NA	NA	NA
chr6	114476357	114476618	6	27	19	20	9	22	17	23	16	NA	NA
chr6	114483512	114483590	5	27	18	NA	NA	22	7	NA	NA	29	14
chr6	114485685	114485772	8	66	59	61	50	93	78	65	50	85	77
chr6	114488364	114488443	5	NA	NA	NA	NA	20	15	NA	NA	NA	NA
chr6	114490567	114490653	7	63	46	67	49	96	76	78	60	115	100
chr6	114500248	114500393	10	50	32	30	21	43	31	30	21	46	20
chr6	114500498	114500516	4	NA	NA	28	7	21	15	NA	NA	30	16
chr6	114500618	114500719	4	20	16	NA	NA	NA	NA	NA	NA	NA	NA
chr6	114505347	114505365	4	NA	NA	32	22	37	25	28	19	20	14
chr6	114507522	114507628	7	29	18	40	24	39	22	34	23	35	21
chr6	114525016	114525094	5	35	13	55	32	51	32	43	21	29	17
chr6	114527517	114527535	3	20	11	NA	NA	NA	NA	NA	NA	NA	NA
chr6	114561801	114561846	5	NA	NA	26	15	26	8	NA	NA	22	11
chr6	114566830	114566844	3	32	24	37	20	23	10	35	12	24	18
chr6	115720197	115720429	12	NA	NA	NA	NA	NA	NA	44	42	NA	NA
chr6	117856840	117856892	7	NA	NA	NA	NA	NA	NA	21	3	NA	NA
chr6	119338379	119338429	8	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr6	119988238	119988273	10	NA	NA	NA	NA	NA	NA	30	2	NA	NA
chr6	120481378	120481423	7	NA	NA	NA	NA	21	2	NA	NA	NA	NA
chr6	121059782	121059847	11	NA	NA	NA	NA	40	3	NA	NA	NA	NA
chr6	122209136	122209148	7	NA	NA	NA	NA	21	20	NA	NA	NA	NA
chr6	122510459	122510514	6	NA	NA	NA	NA	NA	NA	22	4	NA	NA
chr6	124229757	124229806	7	21	21	NA	NA	NA	NA	NA	NA	NA	NA
chr6	124959453	124959512	14	NA	NA	NA	NA	56	0	NA	NA	NA	NA
chr6	125032071	125032253	8	NA	NA	NA	NA	20	4	NA	NA	NA	NA
chr6	125115538	125115595	6	NA	NA	24	4	NA	NA	NA	NA	NA	NA
chr6	125262779	125262893	6	NA	NA	NA	NA	NA	NA	NA	NA	20	1
chr6	125444675	125444738	7	NA	NA	NA	NA	26	11	NA	NA	NA	NA
chr6	127101641	127101657	4	21	15	NA	NA	NA	NA	NA	NA	NA	NA
chr6	128710959	128711138	7	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr6	128749755	128749806	8	NA	NA	24	1	20	1	NA	NA	NA	NA
chr6	129491722	129491795	6	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr6	133656913	133656988	5	NA	NA	NA	NA	NA	NA	NA	NA	21	8
chr6	134582492	134582541	5	NA	NA	NA	NA	NA	NA	23	13	NA	NA
chr6	136278595	136278759	17	28	26	26	24	27	27	20	16	NA	NA
chr6	136467298	136467338	6	NA	NA	NA	NA	24	16	NA	NA	NA	NA
chr6	136752690	136752801	10	NA	NA	22	5	28	5	NA	NA	NA	NA
chr6	136756989	136757274	24	NA	NA	101	16	48	8	31	5	38	8
chr6	143115495	143115556	10	NA	NA	NA	NA	31	2	NA	NA	NA	NA
chr6	144730478	144730500	6	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr6	145814834	145814973	11	NA	NA	NA	NA	NA	NA	NA	NA	24	8
chr6	146731002	146731026	5	NA	NA	NA	NA	NA	NA	23	22	NA	NA
chr6	147995778	147995861	8	NA	NA	24	11	NA	NA	NA	NA	NA	NA
chr6	148893069	148893106	5	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr6	148893912	148893930	4	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr6	148894142	148894184	8	NA	NA	NA	NA	27	9	NA	NA	NA	NA
chr7	4691665	4691696	5	NA	NA	NA	NA	20	3	NA	NA	NA	NA
chr7	4704317	4704405	7	NA	NA	NA	NA	25	21	NA	NA	NA	NA
chr7	4982440	4982509	7	NA	NA	NA	NA	23	23	NA	NA	NA	NA
chr7	5031568	5031585	4	NA	NA	20	11	NA	NA	NA	NA	NA	NA
chr7	7230871	7230995	15	NA	NA	NA	NA	32	21	42	29	24	16
chr7	12595801	12596180	7	39	35	38	31	46	43	22	18	34	28
chr7	13535100	13535263	7	NA	NA	NA	NA	23	11	NA	NA	NA	NA
chr7	13832870	13832900	12	NA	NA	NA	NA	NA	NA	NA	NA	36	27
chr7	16973214	16973299	9	NA	NA	21	6	NA	NA	30	2	NA	NA
chr7	17232739	17232793	5	NA	NA	30	30	26	24	NA	NA	NA	NA
chr7	17232934	17233230	19	60	45	141	126	66	47	40	28	54	41
chr7	17357496	17357549	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr7	19763944	19763999	5	NA	NA	22	0	NA	NA	NA	NA	NA	NA
chr7	19765140	19765190	6	NA	NA	NA	NA	NA	NA	NA	NA	30	25
chr7	19814021	19814070	4	NA	NA	NA	NA	NA	NA	NA	NA	21	15
chr7	19905433	19905474	7	NA	NA	NA	NA	NA	NA	25	2	NA	NA
chr7	19944537	19944596	4	21	1	NA	NA	NA	NA	NA	NA	NA	NA
chr7	20189787	20189837	9	NA	NA	NA	NA	27	0	NA	NA	NA	NA
chr7	25157377	25157431	5	NA	NA	NA	NA	NA	NA	NA	NA	23	18
chr7	25469272	25469349	5	NA	NA	21	18	NA	NA	NA	NA	NA	NA
chr7	25689231	25689348	8	NA	NA	NA	NA	24	2	NA	NA	NA	NA
chr7	26003897	26003955	7	NA	NA	21	8	NA	NA	NA	NA	NA	NA
chr7	26082595	26082793	16	NA	NA	NA	NA	35	21	NA	NA	NA	NA
chr7	27792489	27792663	10	NA	NA	21	19	24	22	NA	NA	NA	NA
chr7	28146830	28146876	6	NA	NA	24	20	NA	NA	NA	NA	NA	NA
chr7	29135776	29135827	9	27	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	29941169	29941219	7	NA	NA	25	4	NA	NA	NA	NA	NA	NA
chr7	29997604	29997987	16	NA	NA	NA	NA	42	40	27	26	NA	NA
chr7	29998108	29998185	5	NA	NA	NA	NA	NA	NA	22	22	NA	NA
chr7	30094581	30094617	6	NA	NA	NA	NA	NA	NA	NA	NA	28	4
chr7	30382402	30382476	5	31	12	NA	NA	24	9	NA	NA	NA	NA
chr7	30858776	30858833	4	NA	NA	NA	NA	NA	NA	22	16	NA	NA
chr7	31147937	31147987	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr7	31374227	31374282	6	NA	NA	22	2	NA	NA	NA	NA	NA	NA
chr7	31374533	31374590	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr7	31399323	31399339	9	NA	NA	NA	NA	27	23	NA	NA	NA	NA
chr7	31741996	31742058	10	NA	NA	NA	NA	NA	NA	NA	NA	30	0
chr7	34981657	34981726	8	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	36119350	36119396	7	NA	NA	NA	NA	NA	NA	42	22	NA	NA
chr7	48158093	48158170	7	NA	NA	NA	NA	NA	NA	NA	NA	22	4
chr7	48995449	48995508	6	NA	NA	NA	NA	21	12	NA	NA	NA	NA
chr7	50745500	50745545	7	NA	NA	27	0	NA	NA	NA	NA	NA	NA
chr7	50817526	50817554	5	NA	NA	NA	NA	NA	NA	NA	NA	22	0
chr7	51559976	51560146	15	NA	NA	54	3	NA	NA	NA	NA	NA	NA
chr7	51700519	51700611	6	NA	NA	NA	NA	NA	NA	20	10	NA	NA
chr7	52105564	52105618	7	NA	NA	23	2	NA	NA	NA	NA	NA	NA
chr7	52112447	52112508	7	NA	NA	NA	NA	28	0	NA	NA	NA	NA
chr7	52125048	52125108	7	NA	NA	NA	NA	21	15	NA	NA	NA	NA
chr7	52147504	52147725	11	22	6	NA	NA	27	7	NA	NA	NA	NA
chr7	52207638	52207661	5	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr7	52271328	52271373	7	NA	NA	NA	NA	NA	NA	NA	NA	21	6
chr7	52271716	52271786	9	NA	NA	NA	NA	NA	NA	NA	NA	27	0
chr7	52308206	52308339	16	NA	NA	NA	NA	NA	NA	24	0	24	0
chr7	52535465	52535502	5	NA	NA	NA	NA	28	28	NA	NA	NA	NA
chr7	52602313	52602340	4	NA	NA	NA	NA	28	21	NA	NA	NA	NA
chr7	52894114	52894244	7	NA	NA	NA	NA	NA	NA	NA	NA	21	21
chr7	53069181	53069233	5	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr7	56136388	56136443	8	NA	NA	26	2	NA	NA	NA	NA	NA	NA
chr7	56502109	56502148	5	NA	NA	NA	NA	25	0	NA	NA	NA	NA
chr7	63022338	63022350	6	NA	NA	NA	NA	NA	NA	NA	NA	24	19
chr7	66940099	66940146	5	NA	NA	29	28	NA	NA	NA	NA	NA	NA
chr7	71537482	71537555	7	NA	NA	NA	NA	NA	NA	NA	NA	21	7
chr7	73224486	73224545	8	NA	NA	NA	NA	52	7	NA	NA	NA	NA
chr7	75130238	75130278	4	NA	NA	22	18	NA	NA	NA	NA	NA	NA
chr7	75304764	75304822	6	NA	NA	NA	NA	24	24	NA	NA	NA	NA
chr7	86199101	86199168	6	NA	NA	NA	NA	NA	NA	23	6	NA	NA
chr7	86762247	86762325	8	NA	NA	28	18	NA	NA	NA	NA	NA	NA
chr7	86887594	86887642	5	NA	NA	25	0	NA	NA	NA	NA	NA	NA
chr7	86887870	86887927	8	NA	NA	21	9	NA	NA	NA	NA	NA	NA
chr7	86956055	86956124	13	39	25	NA	NA	NA	NA	NA	NA	NA	NA
chr7	87080174	87080245	6	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr7	88638580	88638636	7	NA	NA	NA	NA	21	15	NA	NA	NA	NA
chr7	88907694	88907761	8	NA	NA	NA	NA	46	0	NA	NA	NA	NA
chr7	88973684	88973716	6	NA	NA	NA	NA	NA	NA	NA	NA	21	4
chr7	89920168	89920300	11	28	16	38	32	NA	NA	48	44	NA	NA
chr7	89920470	89920539	10	40	34	55	46	NA	NA	44	40	33	32
chr7	91755262	91755303	4	NA	NA	NA	NA	20	5	NA	NA	NA	NA
chr7	93003734	93003789	8	NA	NA	NA	NA	24	21	NA	NA	NA	NA
chr7	96910553	96910602	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr7	97089310	97089362	6	NA	NA	NA	NA	NA	NA	NA	NA	23	1
chr7	99817658	99817865	13	NA	NA	NA	NA	NA	NA	NA	NA	29	0
chr7	104845499	104845563	6	NA	NA	21	8	NA	NA	NA	NA	NA	NA
chr7	106330958	106331007	8	NA	NA	NA	NA	34	0	NA	NA	NA	NA
chr7	106417027	106417098	6	NA	NA	24	1	NA	NA	NA	NA	NA	NA
chr7	106976633	106976705	7	NA	NA	34	9	NA	NA	NA	NA	NA	NA
chr7	107376038	107376103	13	NA	NA	NA	NA	NA	NA	39	19	NA	NA
chr7	107755889	107755967	13	NA	NA	22	1	NA	NA	NA	NA	33	0
chr7	112959610	112959648	9	NA	NA	NA	NA	45	25	NA	NA	NA	NA
chr7	116226670	116226741	10	NA	NA	NA	NA	51	38	NA	NA	NA	NA
